filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent
SOROS FUND MANAGEMENT LLC,GoldCorp Inc. (New),GG,6/30/13,PUT,395000,9768000,0,0,0.1059
SOROS FUND MANAGEMENT LLC,Rackspace Hosting Inc,RAX,6/30/13,SH,250000,9473000,0,0,0.1027
SOROS FUND MANAGEMENT LLC,Toyota Motors Corp. ADR,TM,6/30/13,SH,76000,9170000,0,0,0.0995
SOROS FUND MANAGEMENT LLC,SanDisk Corp.,SNDK,6/30/13,SH,150000,9165000,350000,19250000,0.0994
SOROS FUND MANAGEMENT LLC,Rowan Companies Plc,RDC,6/30/13,SH,260000,8858000,0,0,0.0961
SOROS FUND MANAGEMENT LLC,Penn Virginia Corp.,PVA,6/30/13,SH,1878242,8828000,0,0,0.0957
SOROS FUND MANAGEMENT LLC,"Western Refining, Inc.",WNR,6/30/13,SH,310000,8701000,0,0,0.0944
SOROS FUND MANAGEMENT LLC,America Movil S.A.B. de C.V. ADS,AMX,6/30/13,PUT,400000,8700000,320000,6707000,0.0944
SOROS FUND MANAGEMENT LLC,Phillips 66 (New),PSX,6/30/13,SH,147600,8695000,0,0,0.0943
SOROS FUND MANAGEMENT LLC,TripAdvisor Inc,TRIP,6/30/13,SH,140744,8567000,140744,7392000,0.0929
SOROS FUND MANAGEMENT LLC,Penney (J.C.),JCP,6/30/13,CALL,500000,8540000,0,0,0.0926
SOROS FUND MANAGEMENT LLC,Cubist Pharmaceuticals Inc.,CBST,6/30/13,SH,175000,8453000,0,0,0.0917
SOROS FUND MANAGEMENT LLC,Netflix Inc,NFLX,6/30/13,SH,40000,8444000,65000,12312000,0.0916
SOROS FUND MANAGEMENT LLC,"Citigroup, Inc.",C,6/30/13,SH,172722,8285000,544500,24089000,0.0899
SOROS FUND MANAGEMENT LLC,Actuate Corp.,BIRT,6/30/13,SH,1166766,7747000,442702,2656000,0.084
SOROS FUND MANAGEMENT LLC,Cabot Oil & Gas Corp.,COG,6/30/13,SH,218000,7742000,294184,9945000,0.084
SOROS FUND MANAGEMENT LLC,Kinder Morgan Inc. (DE),KMI,6/30/13,PUT,200000,7630000,0,0,0.0828
SOROS FUND MANAGEMENT LLC,Baidu Inc,BIDU,6/30/13,SH,77500,7326000,77500,6797000,0.0795
SOROS FUND MANAGEMENT LLC,Red Hat Inc,RHT,6/30/13,SH,150000,7173000,1047028,52938000,0.0778
SOROS FUND MANAGEMENT LLC,Millennial Media Inc.,MM,6/30/13,SH,800000,6968000,0,0,0.0756
SOROS FUND MANAGEMENT LLC,Intel Corp.,INTC,6/30/13,SH,286666,6943000,0,0,0.0753
SOROS FUND MANAGEMENT LLC,AbbVie Inc,ABBV,6/30/13,CALL,165000,6821000,0,0,0.074
SOROS FUND MANAGEMENT LLC,Verisk Analytics,VRSK,6/30/13,SH,111384,6650000,111384,6865000,0.0721
SOROS FUND MANAGEMENT LLC,Gilead Sciences Inc.,GILD,6/30/13,SH,125000,6401000,0,0,0.0694
SOROS FUND MANAGEMENT LLC,Coty Inc. (New),COTY,6/30/13,SH,369300,6345000,0,0,0.0688
SOROS FUND MANAGEMENT LLC,Citrix Systems Inc.,CTXS,6/30/13,SH,100000,6033000,585434,42245000,0.0654
SOROS FUND MANAGEMENT LLC,Pandora Media Inc.,P,6/30/13,SH,326956,6016000,0,0,0.0652
SOROS FUND MANAGEMENT LLC,CF Industries Holdings Inc,CF,6/30/13,SH,34308,5883000,0,0,0.0638
SOROS FUND MANAGEMENT LLC,"Cisco Systems, Inc.",CSCO,6/30/13,SH,236726,5755000,250000,5228000,0.0624
SOROS FUND MANAGEMENT LLC,"TD Ameritrade Holding Corp, Class A",AMTD,6/30/13,SH,232000,5635000,0,0,0.0611
SOROS FUND MANAGEMENT LLC,"Smithfield Foods, Inc.",SFD,6/30/13,SH,166666,5458000,0,0,0.0592
SOROS FUND MANAGEMENT LLC,Affiliated Managers Group Inc,AMG,6/30/13,SH,33109,5428000,7619,1170000,0.0589
SOROS FUND MANAGEMENT LLC,Goodyear Tire and Rubber Co.,GT,6/30/13,SH,350000,5352000,0,0,0.058
SOROS FUND MANAGEMENT LLC,Gulfport Energy Corp,GPOR,6/30/13,CALL,100000,4707000,0,0,0.051
SOROS FUND MANAGEMENT LLC,NXP Semiconductors NV,NXPI,6/30/13,SH,150000,4647000,321000,9713000,0.0504
SOROS FUND MANAGEMENT LLC,Medicines Company (The),MDCO,6/30/13,SH,150000,4614000,95000,3175000,0.05
SOROS FUND MANAGEMENT LLC,Bristol-Myers Squibb,BMY,6/30/13,SH,100000,4469000,0,0,0.0485
SOROS FUND MANAGEMENT LLC,SPDR S&P 500 ETF Index Depositary Receipts,SPY,6/30/13,SH,26157,4185000,17065,2672000,0.0454
SOROS FUND MANAGEMENT LLC,T-Mobile USA Inc,TMUS,6/30/13,SH,165840,4114000,0,0,0.0446
SOROS FUND MANAGEMENT LLC,Prudential Financial Inc.,PRU,6/30/13,SH,55219,4033000,0,0,0.0437
SOROS FUND MANAGEMENT LLC,Supertex Inc.,SUPX,6/30/13,SH,166666,3985000,260964,5796000,0.0432
SOROS FUND MANAGEMENT LLC,Lions Gate Entertainment Corp,LGF,6/30/13,SH,144300,3964000,0,0,0.043
SOROS FUND MANAGEMENT LLC,S&P Select Sector SPDR Fund - Financial Sector,XLF,6/30/13,SH,200000,3898000,0,0,0.0423
SOROS FUND MANAGEMENT LLC,"Home Depot, Inc. (The)",HD,6/30/13,SH,50000,3874000,0,0,0.042
SOROS FUND MANAGEMENT LLC,Southwest Airlines Co.,LUV,6/30/13,SH,282820,3646000,0,0,0.0395
SOROS FUND MANAGEMENT LLC,MetLife Inc.,MET,6/30/13,SH,72000,3295000,0,0,0.0357
SOROS FUND MANAGEMENT LLC,Comcast Corp. (New) Class A,CMCSA,6/30/13,SH,75000,3141000,640295,26898000,0.0341
SOROS FUND MANAGEMENT LLC,Hillshire Brands,HSH,6/30/13,SH,93042,3078000,10000,352000,0.0334
SOROS FUND MANAGEMENT LLC,CenterPoint Energy,CNP,6/30/13,SH,131000,3077000,0,0,0.0334
SOROS FUND MANAGEMENT LLC,LIBERTY INTERACTIVE CORP,QVCA,6/30/13,SH,130000,2991000,130000,2779000,0.0324
SOROS FUND MANAGEMENT LLC,Whiting Petroleum Corp. (New),WLL,6/30/13,SH,59359,2736000,0,0,0.0297
SOROS FUND MANAGEMENT LLC,Alcatel-Lucent ADS,ALU,6/30/13,SH,1500000,2730000,0,0,0.0296
SOROS FUND MANAGEMENT LLC,Neurocrine Biosciences Inc.,NBIX,6/30/13,SH,200000,2676000,0,0,0.029
SOROS FUND MANAGEMENT LLC,AMC Networks Inc. Class A,AMCX,6/30/13,SH,39300,2571000,39300,2483000,0.0279
SOROS FUND MANAGEMENT LLC,Goodrich Petroleum Corp. (New),GDP,6/30/13,CALL,200000,2560000,0,0,0.0278
SOROS FUND MANAGEMENT LLC,Yahoo! Inc.,YHOO,6/30/13,SH,100000,2511000,100000,2353000,0.0272
SOROS FUND MANAGEMENT LLC,CBS Corp. (DE) Class B,CBS,6/30/13,SH,50000,2444000,350000,16342000,0.0265
SOROS FUND MANAGEMENT LLC,Opentable Inc,OPEN,6/30/13,SH,35821,2291000,0,0,0.0248
SOROS FUND MANAGEMENT LLC,CME Group Inc,CME,6/30/13,SH,30000,2279000,30000,1842000,0.0247
SOROS FUND MANAGEMENT LLC,Dexcom Inc,DXCM,6/30/13,SH,100000,2245000,100000,1672000,0.0243
SOROS FUND MANAGEMENT LLC,On Semiconductor Corp,ONNN,6/30/13,SH,250000,2020000,1000000,8280000,0.0219
SOROS FUND MANAGEMENT LLC,"Global Eagle Entertainment, Inc.",ENT,6/30/13,SH,200000,2012000,200000,1960000,0.0218
SOROS FUND MANAGEMENT LLC,Applied Micro Circuits Inc.,AMCC,6/30/13,SH,225876,1988000,0,0,0.0216
SOROS FUND MANAGEMENT LLC,Illumina Inc,ILMN,6/30/13,SH,25000,1871000,40000,2160000,0.0203
SOROS FUND MANAGEMENT LLC,PDC Energy Corp.,PDCE,6/30/13,SH,31000,1596000,29256,1450000,0.0173
SOROS FUND MANAGEMENT LLC,Evercore Parnters Inc. Class A,EVR,6/30/13,SH,40400,1587000,0,0,0.0172
SOROS FUND MANAGEMENT LLC,ViroPharma Inc.,VPHM,6/30/13,SH,50000,1433000,0,0,0.0155
SOROS FUND MANAGEMENT LLC,"Fairchild Semiconductor International, Inc. Class A",FCS,6/30/13,SH,100000,1380000,100000,1414000,0.015
SOROS FUND MANAGEMENT LLC,Macquarie Infrastructure Company LLC,MIC,6/30/13,SH,25000,1336000,28989,1567000,0.0145
SOROS FUND MANAGEMENT LLC,WisdomTree Japan Hedged Equity Fund,DXJ,6/30/13,SH,25000,1140000,0,0,0.0124
SOROS FUND MANAGEMENT LLC,"Dynegy, Inc. (New)",DYN,6/30/13,SH,49650,1120000,0,0,0.0121
SOROS FUND MANAGEMENT LLC,TABLEAU SOFTWARE INC,DATA,6/30/13,SH,20000,1108000,0,0,0.012
SOROS FUND MANAGEMENT LLC,"CST BRANDS, INC.",CST,6/30/13,SH,34000,1048000,0,0,0.0114
SOROS FUND MANAGEMENT LLC,VirnetX Holding Corp.,VHC,6/30/13,PUT,50000,1000000,50000,959000,0.0108
SOROS FUND MANAGEMENT LLC,Marketo Inc.,MKTO,6/30/13,SH,40000,995000,0,0,0.0108
SOROS FUND MANAGEMENT LLC,"Ruckus Wireless, Inc.",RKUS,6/30/13,SH,76600,981000,0,0,0.0106
SOROS FUND MANAGEMENT LLC,"Zoetis, Inc.",ZTS,6/30/13,CALL,31000,958000,0,0,0.0104
SOROS FUND MANAGEMENT LLC,Magnum Hunter Resources Corp.,MHR,6/30/13,SH,250000,913000,0,0,0.0099
SOROS FUND MANAGEMENT LLC,Tasman Metals Ltd,TAS,6/30/13,SH,1666666,903000,1666666,1312000,0.0098
SOROS FUND MANAGEMENT LLC,VeriSign Inc.,VRSN,6/30/13,SH,20000,893000,20000,946000,0.0097
SOROS FUND MANAGEMENT LLC,BLACKHAWK NETWORK HLDGS INC,HAWK,6/30/13,SH,37500,870000,0,0,0.0094
SOROS FUND MANAGEMENT LLC,Towerstream Corp,TWER,6/30/13,SH,196800,502000,0,0,0.0054
SOROS FUND MANAGEMENT LLC,Lumos Networks Corp,LMOS,6/30/13,SH,25690,439000,0,0,0.0048
SOROS FUND MANAGEMENT LLC,BioAmber Inc Unit,BIOA/WS,6/30/13,SH,194000,107000,0,0,0.0012
SOROS FUND MANAGEMENT LLC,"F5 Networks, Inc.",FFIV,6/30/13,SH,0,0,34450,3069000,
SOROS FUND MANAGEMENT LLC,Ciena Corp,CIEN,6/30/13,SH,0,0,150000,2402000,
SOROS FUND MANAGEMENT LLC,Apple Inc,AAPL,6/30/13,CALL,0,0,700000,44263000,
SOROS FUND MANAGEMENT LLC,Cameron International Corp.,CAM,6/30/13,SH,0,0,100000,6520000,
SOROS FUND MANAGEMENT LLC,Kimberly-Clark Corp.,KMB,6/30/13,PUT,0,0,250000,24495000,
SOROS FUND MANAGEMENT LLC,Lilly (Eli) & Co.,LLY,6/30/13,SH,0,0,55000,3123000,
SOROS FUND MANAGEMENT LLC,Microchip Technology Inc,MCHP,6/30/13,SH,0,0,100000,3676000,
SOROS FUND MANAGEMENT LLC,"Pfizer, Inc.",PFE,6/30/13,SH,0,0,165000,4762000,
SOROS FUND MANAGEMENT LLC,QUALCOMM Inc.,QCOM,6/30/13,SH,0,0,177860,11908000,
SOROS FUND MANAGEMENT LLC,"Home Depot, Inc. (The)",HD,6/30/13,CALL,0,0,357500,24946000,
SOROS FUND MANAGEMENT LLC,Apache Corp.,APA,6/30/13,SH,0,0,108741,8391000,
SOROS FUND MANAGEMENT LLC,Fluor Corp. (New),FLR,6/30/13,SH,0,0,387000,25670000,
SOROS FUND MANAGEMENT LLC,Halliburton Co.,HAL,6/30/13,SH,0,0,820241,33146000,
SOROS FUND MANAGEMENT LLC,"KeyCorp, Inc. (OH)",KEY,6/30/13,SH,0,0,1500000,14940000,
SOROS FUND MANAGEMENT LLC,National Fuel Gas Co.,NFG,6/30/13,SH,0,0,195048,11966000,
SOROS FUND MANAGEMENT LLC,Whirlpool Corp. (DE),WHR,6/30/13,SH,0,0,174435,20663000,
SOROS FUND MANAGEMENT LLC,Agilysys Inc.,AGYS,6/30/13,SH,0,0,54943,546000,
SOROS FUND MANAGEMENT LLC,"Freeport-McMoRan Copper and Gold, Inc. Class B",FCX,6/30/13,SH,0,0,393061,13010000,
SOROS FUND MANAGEMENT LLC,Informatica Corp.,INFA,6/30/13,SH,0,0,100000,3447000,
SOROS FUND MANAGEMENT LLC,"Intuit, Inc.",INTU,6/30/13,SH,0,0,184620,12120000,
SOROS FUND MANAGEMENT LLC,"US Airways Group, Inc.",LCC,6/30/13,SH,0,0,7844955,133128000,
SOROS FUND MANAGEMENT LLC,Cavium Inc,CAVM,6/30/13,SH,0,0,125000,4851000,
SOROS FUND MANAGEMENT LLC,"Xilinx, Inc",XLNX,6/30/13,SH,0,0,250000,9543000,
SOROS FUND MANAGEMENT LLC,BMC Software Inc,BMC,6/30/13,SH,0,0,657704,30471000,
SOROS FUND MANAGEMENT LLC,SanDisk Corp.,SNDK,6/30/13,PRN,0,0,82737000,82696000,
SOROS FUND MANAGEMENT LLC,Linear Technology Corp.,LLTC,6/30/13,CALL,0,0,498000,19108000,
SOROS FUND MANAGEMENT LLC,Linear Technology Corp.,LLTC,6/30/13,SH,0,0,58105,2229000,
SOROS FUND MANAGEMENT LLC,CONSOL Energy Inc (DE),CNX,6/30/13,SH,0,0,195991,6596000,
SOROS FUND MANAGEMENT LLC,Avis Budget Group Inc,CAR,6/30/13,SH,0,0,706808,19671000,
SOROS FUND MANAGEMENT LLC,"Virgin Media, Inc",VMED,6/30/13,SH,0,0,1674850,82018000,
SOROS FUND MANAGEMENT LLC,"BioMed Realty Trust, Inc.",BMR,6/30/13,SH,0,0,45700,987000,
SOROS FUND MANAGEMENT LLC,Istar Financial,STAR,6/30/13,SH,0,0,387470,4219000,
SOROS FUND MANAGEMENT LLC,Tesoro Petroleum Co,TSO,6/30/13,CALL,0,0,330000,19322000,
SOROS FUND MANAGEMENT LLC,Eagle Materials Inc.,EXP,6/30/13,SH,0,0,157953,10524000,
SOROS FUND MANAGEMENT LLC,Radian Group Inc.,RDN,6/30/13,SH,0,0,2794451,29928000,
SOROS FUND MANAGEMENT LLC,Ensco Plc ADR,ESV,6/30/13,SH,0,0,62894,3774000,
SOROS FUND MANAGEMENT LLC,DaVita HealthCare Partners Inc,DVA,6/30/13,SH,0,0,76000,4506000,
SOROS FUND MANAGEMENT LLC,SPDR Gold Trust ETF,GLD,6/30/13,SH,0,0,530900,81998000,
SOROS FUND MANAGEMENT LLC,Noble Corporation,NE,6/30/13,SH,0,0,291648,11127000,
SOROS FUND MANAGEMENT LLC,Akamai Technologies Inc.,AKAM,6/30/13,SH,0,0,600000,21174000,
SOROS FUND MANAGEMENT LLC,Range Resources Corp.,RRC,6/30/13,SH,0,0,164226,13309000,
SOROS FUND MANAGEMENT LLC,"Teva Pharmaceutical Industries Ltd, ADR",TEVA,6/30/13,CALL,0,0,40000,1587000,
SOROS FUND MANAGEMENT LLC,"Teva Pharmaceutical Industries Ltd, ADR",TEVA,6/30/13,SH,0,0,50000,1984000,
SOROS FUND MANAGEMENT LLC,Southwestern Energy Co.,SWN,6/30/13,SH,0,0,449236,16738000,
SOROS FUND MANAGEMENT LLC,"Take-Two Interactive Software, Inc.",TTWO,6/30/13,SH,0,0,300000,4845000,
SOROS FUND MANAGEMENT LLC,Anworth Mortgage Asset Corp.,ANH,6/30/13,SH,0,0,998378,6320000,
SOROS FUND MANAGEMENT LLC,JDS Uniphase Corp.,JDSU,6/30/13,PRN,0,0,13770000,13770000,
SOROS FUND MANAGEMENT LLC,iShares Trust - iShares FTSE China 25 Index Fund,FXI,6/30/13,SH,0,0,175000,6458000,
SOROS FUND MANAGEMENT LLC,NII HOLDINGS INC CL B,NIHDQ,6/30/13,SH,0,0,11266,49000,
SOROS FUND MANAGEMENT LLC,Invesco Ltd.,IVZ,6/30/13,SH,0,0,122000,3533000,
SOROS FUND MANAGEMENT LLC,BlackRock Inc. Class A,BLK,6/30/13,SH,0,0,18900,4855000,
SOROS FUND MANAGEMENT LLC,Altera Corp.,ALTR,6/30/13,SH,0,0,75000,2660000,
SOROS FUND MANAGEMENT LLC,Plains Exploration & Production Co. LP,PXP,6/30/13,SH,0,0,879914,41769000,
SOROS FUND MANAGEMENT LLC,Ultra Petroleum Corp.,UPL,6/30/13,CALL,0,0,700000,14070000,
SOROS FUND MANAGEMENT LLC,Ultra Petroleum Corp.,UPL,6/30/13,SH,0,0,417000,8382000,
SOROS FUND MANAGEMENT LLC,Capstead Mortgage Corp.,CMO,6/30/13,SH,0,0,534100,6847000,
SOROS FUND MANAGEMENT LLC,Bluefly Inc,BFLY,6/30/13,SH,0,0,6480070,5184000,
SOROS FUND MANAGEMENT LLC,Melco Crown Entertainment Ltd ADR,MPEL,6/30/13,SH,0,0,490000,11437000,
SOROS FUND MANAGEMENT LLC,Cheniere Energy Inc,LNG,6/30/13,SH,0,0,231566,6484000,
SOROS FUND MANAGEMENT LLC,Red Hat Inc,RHT,6/30/13,CALL,0,0,200000,10112000,
SOROS FUND MANAGEMENT LLC,Hertz Global Holdings Inc,HTZ,6/30/13,SH,0,0,964283,21465000,
SOROS FUND MANAGEMENT LLC,Market Vectors - Gold Miners ETF,GDX,6/30/13,SH,0,0,2666000,100908000,
SOROS FUND MANAGEMENT LLC,"Infinity Pharmaceuticals, Inc.",INFI,6/30/13,SH,0,0,40000,1939000,
SOROS FUND MANAGEMENT LLC,SPDR S&P Oil & Gas Exploration & Production ETF,XOP,6/30/13,PUT,0,0,288700,17463000,
SOROS FUND MANAGEMENT LLC,Sprint Corp. (PCS Group),PCS,6/30/13,SH,0,0,494315,5388000,
SOROS FUND MANAGEMENT LLC,Manitowoc Co. Inc.,MTW,6/30/13,SH,0,0,315398,6485000,
SOROS FUND MANAGEMENT LLC,Terex Corp. (DE),TEX,6/30/13,SH,0,0,243008,8364000,
SOROS FUND MANAGEMENT LLC,"VMWare, Inc.",VMW,6/30/13,SH,0,0,400000,31552000,
SOROS FUND MANAGEMENT LLC,Mosaic Company (The),MOS,6/30/13,SH,0,0,1643370,97961000,
SOROS FUND MANAGEMENT LLC,Westport Innovations,WPRT,6/30/13,SH,0,0,184387,5441000,
SOROS FUND MANAGEMENT LLC,Monster Worldwide Inc.,MWW,6/30/13,SH,0,0,1000000,5070000,
SOROS FUND MANAGEMENT LLC,Avago Technologies Limited,AVGO,6/30/13,SH,0,0,57870,2079000,
SOROS FUND MANAGEMENT LLC,Dollar General Corp. (New),DG,6/30/13,SH,0,0,29600,1497000,
SOROS FUND MANAGEMENT LLC,Banco Santander Brasil SA,BSBR,6/30/13,CALL,0,0,666500,4839000,
SOROS FUND MANAGEMENT LLC,Market Vectors Junior Gold Miners ETF,GDXJ,6/30/13,CALL,0,0,377500,25277000,
SOROS FUND MANAGEMENT LLC,Madison Square Garden Co.,MSG,6/30/13,SH,0,0,137246,7905000,
SOROS FUND MANAGEMENT LLC,Seadrill Ltd.,SDRL,6/30/13,SH,0,0,361212,13441000,
SOROS FUND MANAGEMENT LLC,Scorpio Tankers Inc,STNG,6/30/13,SH,0,0,965741,8614000,
SOROS FUND MANAGEMENT LLC,"Lucent Technologies, Inc.",LU,6/30/13,PRN,0,0,602520000,605231000,
SOROS FUND MANAGEMENT LLC,RDA Microelectronics,RDA,6/30/13,SH,0,0,125000,1156000,
SOROS FUND MANAGEMENT LLC,Linkedin Corporation,LNKD,6/30/13,SH,0,0,60000,10564000,
SOROS FUND MANAGEMENT LLC,Marathon Petroleum Corp.,MPC,6/30/13,SH,0,0,40300,3611000,
SOROS FUND MANAGEMENT LLC,Francescas Holdings Corporation,FRAN,6/30/13,SH,0,0,49800,1427000,
SOROS FUND MANAGEMENT LLC,"C&J Energy Services, Inc.",CJES,6/30/13,SH,0,0,325000,7443000,
SOROS FUND MANAGEMENT LLC,Market Vectors Oil Services ETF,OIH,6/30/13,SH,0,0,82436,3540000,
SOROS FUND MANAGEMENT LLC,Tumi Holdings Inc,TUMI,6/30/13,SH,0,0,68800,1441000,
SOROS FUND MANAGEMENT LLC,E2open Inc,EOPN,6/30/13,SH,0,0,103906,2072000,
SOROS FUND MANAGEMENT LLC,SPDR S&P 500 ETF Index Depositary Receipts,SPY,9/30/13,PUT,2794100,469688000,7802400,1248463000,5.1364
SOROS FUND MANAGEMENT LLC,Microsoft Corp.,MSFT,9/30/13,SH,12580700,419064000,0,0,4.5828
SOROS FUND MANAGEMENT LLC,Herbalife Ltd,HLF,9/30/13,SH,5039175,351583000,5039175,227467000,3.8448
SOROS FUND MANAGEMENT LLC,TIBCO Software Inc.,TIBX,9/30/13,PRN,300114000,306304000,175006000,171506000,3.3496
SOROS FUND MANAGEMENT LLC,WebMD Health Corp,WBMD,9/30/13,PRN,286530000,283988000,386530000,373984000,3.1056
SOROS FUND MANAGEMENT LLC,Digital River Inc.,DRIV,9/30/13,PRN,276558000,275190000,276558000,274441000,3.0094
SOROS FUND MANAGEMENT LLC,Hologic Inc.,HOLX,9/30/13,PRN,232798000,242730000,230798000,237233000,2.6544
SOROS FUND MANAGEMENT LLC,Chevron Corp.,CVX,9/30/13,PUT,1925000,233888000,253400,29987000,2.5577
SOROS FUND MANAGEMENT LLC,Charter Communications Inc. (New) Class A,CHTR,9/30/13,SH,1544662,208159000,1802718,223267000,2.2764
SOROS FUND MANAGEMENT LLC,NetApp Inc.,NTAP,9/30/13,SH,4816700,205288000,4866700,183864000,2.245
SOROS FUND MANAGEMENT LLC,Rovi Corp,ROVI,9/30/13,PRN,196174000,198136000,196174000,201446000,2.1668
SOROS FUND MANAGEMENT LLC,Adecoagro SA,AGRO,9/30/13,SH,25915076,192031000,25915076,161969000,2.1
SOROS FUND MANAGEMENT LLC,Pioneer Natural Resources Co.,PXD,9/30/13,SH,963774,181960000,980240,141890000,1.9899
SOROS FUND MANAGEMENT LLC,Penney (J.C.),JCP,9/30/13,SH,19986361,176280000,19986361,341368000,1.9277
SOROS FUND MANAGEMENT LLC,FedEx Corporation,FDX,9/30/13,SH,1515730,172960000,0,0,1.8914
SOROS FUND MANAGEMENT LLC,EQT Corporation,EQT,9/30/13,SH,1859256,164954000,2449537,194419000,1.8039
SOROS FUND MANAGEMENT LLC,Schlumberger Ltd.,SLB,9/30/13,CALL,1739500,153703000,0,0,1.6808
SOROS FUND MANAGEMENT LLC,"Liberty Global Inc., Series C",LBTYK,9/30/13,SH,4005132,151053000,4175944,141753000,1.6519
SOROS FUND MANAGEMENT LLC,Google Inc. Class A,GOOGL,9/30/13,SH,164500,144088000,396953,349465000,1.5757
SOROS FUND MANAGEMENT LLC,"Teva Pharmaceutical Industries Ltd, ADR",TEVA,9/30/13,SH,3608000,136311000,0,0,1.4907
SOROS FUND MANAGEMENT LLC,Quantum Corp DLT & Storage Systems Group,QTM,9/30/13,PRN,130980000,128688000,130980000,127706000,1.4073
SOROS FUND MANAGEMENT LLC,Motorola Solutions Inc,MSI,9/30/13,SH,1918552,113924000,1935801,111754000,1.2458
SOROS FUND MANAGEMENT LLC,Ciena Corp,CIEN,9/30/13,PRN,109275000,111802000,105607000,101779000,1.2226
SOROS FUND MANAGEMENT LLC,Caesars Entertainment Corp,CZR,9/30/13,SH,5654383,111449000,5988342,82041000,1.2188
SOROS FUND MANAGEMENT LLC,Johnson & Johnson Co.,JNJ,9/30/13,SH,1267000,109836000,2534022,217571000,1.2011
SOROS FUND MANAGEMENT LLC,Halliburton Co.,HAL,9/30/13,CALL,2225000,107134000,0,0,1.1716
SOROS FUND MANAGEMENT LLC,Energen Corp.,EGN,9/30/13,SH,1293169,98785000,1301862,68035000,1.0803
SOROS FUND MANAGEMENT LLC,Halliburton Co.,HAL,9/30/13,SH,1961335,94438000,0,0,1.0327
SOROS FUND MANAGEMENT LLC,"Dish Network Corp, Class A",DISH,9/30/13,CALL,2077000,90176000,2237000,95117000,0.9861
SOROS FUND MANAGEMENT LLC,Brocade Communications Systems Inc,BRCD,9/30/13,SH,10666666,85867000,12766666,73536000,0.939
SOROS FUND MANAGEMENT LLC,"Liberty Global Inc, Class A",LBTYA,9/30/13,SH,1034058,82053000,1356805,100512000,0.8973
SOROS FUND MANAGEMENT LLC,YPF S.A. ADR,YPF,9/30/13,SH,3964136,79798000,0,0,0.8726
SOROS FUND MANAGEMENT LLC,Exar Corp.,EXAR,9/30/13,SH,5950136,79791000,6257579,67394000,0.8726
SOROS FUND MANAGEMENT LLC,CF Industries Holdings Inc,CF,9/30/13,SH,361652,76247000,34308,5883000,0.8338
SOROS FUND MANAGEMENT LLC,"Dish Network Corp, Class A",DISH,9/30/13,SH,1692841,76195000,1733240,73697000,0.8332
SOROS FUND MANAGEMENT LLC,"Constellation Brands, Inc.",STZ,9/30/13,SH,1322000,75883000,2437000,127017000,0.8298
SOROS FUND MANAGEMENT LLC,CEMEX S.A. de C.V. Series A (Sponsored ADR),CX,9/30/13,SH,6760000,72670000,7308425,74350000,0.7947
SOROS FUND MANAGEMENT LLC,MeadWestvaco Corporation,MWV,9/30/13,SH,1829858,70230000,1829858,62416000,0.768
SOROS FUND MANAGEMENT LLC,Schlumberger Ltd.,SLB,9/30/13,SH,755836,66785000,0,0,0.7303
SOROS FUND MANAGEMENT LLC,Spreadtrum Communications Inc,SPRD,9/30/13,SH,1900000,57874000,1900000,49875000,0.6329
SOROS FUND MANAGEMENT LLC,Mosaic Company (The),MOS,9/30/13,SH,1325816,57036000,0,0,0.6237
SOROS FUND MANAGEMENT LLC,Churchill Downs Inc,CHDN,9/30/13,SH,654839,56656000,602943,47542000,0.6196
SOROS FUND MANAGEMENT LLC,Yandex NV,YNDX,9/30/13,SH,1500000,54630000,0,0,0.5974
SOROS FUND MANAGEMENT LLC,"Zoetis, Inc.",ZTS,9/30/13,SH,1619011,50384000,2404811,74285000,0.551
SOROS FUND MANAGEMENT LLC,Monsanto Co. (New),MON,9/30/13,SH,476170,49698000,0,0,0.5435
SOROS FUND MANAGEMENT LLC,BlackRock Inc. Class A,BLK,9/30/13,SH,182590,49413000,0,0,0.5404
SOROS FUND MANAGEMENT LLC,Loral Space and Communications Inc,LORL,9/30/13,SH,718897,48691000,705258,42301000,0.5325
SOROS FUND MANAGEMENT LLC,Delphi Automotive Plc,DLPH,9/30/13,SH,830341,48509000,830341,42090000,0.5305
SOROS FUND MANAGEMENT LLC,General Motors Co. (DE),GM,9/30/13,SH,1283000,46149000,758000,25249000,0.5047
SOROS FUND MANAGEMENT LLC,AbbVie Inc,ABBV,9/30/13,SH,1000000,44730000,1008752,41702000,0.4892
SOROS FUND MANAGEMENT LLC,SemGroup Corp,SEMG,9/30/13,SH,774207,44146000,355154,19129000,0.4828
SOROS FUND MANAGEMENT LLC,FedEx Corporation,FDX,9/30/13,CALL,375000,42792000,0,0,0.468
SOROS FUND MANAGEMENT LLC,Invesco Ltd.,IVZ,9/30/13,SH,1322270,42180000,0,0,0.4613
SOROS FUND MANAGEMENT LLC,Penn Virginia Corp.,PVA,9/30/13,SH,6248515,41553000,1878242,8828000,0.4544
SOROS FUND MANAGEMENT LLC,Baker Hughes Inc.,BHI,9/30/13,CALL,800000,39280000,0,0,0.4296
SOROS FUND MANAGEMENT LLC,WisdomTree Japan Hedged Equity Fund,DXJ,9/30/13,SH,800000,38344000,25000,1140000,0.4193
SOROS FUND MANAGEMENT LLC,TIBCO Software Inc.,TIBX,9/30/13,SH,1434874,36718000,1266666,27107000,0.4015
